ticker,name,sector,industry,price,collection
elli,"ellie mae, inc.",technology,application software,wiki/elli,stocks/elli
elnk,earthlink holdings corp.,technology,telecom services - domestic,wiki/elnk,stocks/elnk
elrc,electro rent corporation,services,rental & leasing services,wiki/elrc,stocks/elrc
elx,emulex corporation,technology,data storage devices,wiki/elx,stocks/elx
emci,emc insurance group inc.,financial,property & casualty insurance,wiki/emci,stocks/emci
ely,callaway golf co.,consumer goods,sporting goods,wiki/ely,stocks/ely
eme,emcor group inc.,industrial goods,general contractors,wiki/eme,stocks/eme
end,endeavour international corporation,basic materials,independent oil & gas,wiki/end,stocks/end
endp,endo international plc,healthcare,drug manufacturers - other,wiki/endp,stocks/endp
enh,endurance specialty holdings ltd.,financial,property & casualty insurance,wiki/enh,stocks/enh
enr,energizer holdings inc.,consumer goods,personal products,wiki/enr,stocks/enr
ens,enersys,industrial goods,industrial electrical equipment,wiki/ens,stocks/ens
enph,"enphase energy, inc.",technology,semiconductor equipment & materials,wiki/enph,stocks/enph
ensg,"the ensign group, inc.",healthcare,long-term care facilities,wiki/ensg,stocks/ensg
entg,"entegris, inc.",technology,semiconductor equipment & materials,wiki/entg,stocks/entg
enta,"enanta pharmaceuticals, inc.",healthcare,biotechnology,wiki/enta,stocks/enta
entr,"entropic communications, inc.",technology,semiconductor - broad line,wiki/entr,stocks/entr
env,"envestnet, inc.",services,business services,wiki/env,stocks/env
enzn,enzon pharmaceuticals inc.,healthcare,biotechnology,wiki/enzn,stocks/enzn
eopn,"e2open, inc.",technology,application software,wiki/eopn,stocks/eopn
epam,"epam systems, inc.",technology,information technology services,wiki/epam,stocks/epam
epay,bottomline technologies,technology,business software & services,wiki/epay,stocks/epay
epiq,"epiq systems, inc.",technology,information technology services,wiki/epiq,stocks/epiq
epm,evolution petroleum corp.,basic materials,independent oil & gas,wiki/epm,stocks/epm
epl,"epl oil & gas, inc.",basic materials,independent oil & gas,wiki/epl,stocks/epl
epzm,"epizyme, inc.",healthcare,biotechnology,wiki/epzm,stocks/epzm
eqix,"equinix, inc.",technology,internet software & services,wiki/eqix,stocks/eqix
equ,equal energy ltd.,basic materials,independent oil & gas,wiki/equ,na
era,era group inc.,services,"air services, other",wiki/era,na
erii,"energy recovery, inc.",industrial goods,pollution & treatment controls,wiki/erii,stocks/erii
erie,erie indemnity company,financial,insurance brokers,wiki/erie,stocks/erie
esbf,esb financial corp.,financial,savings & loans,wiki/esbf,stocks/esbf
esgr,enstar group limited,financial,property & casualty insurance,wiki/esgr,stocks/esgr
ese,esco technologies inc.,technology,scientific & technical instruments,wiki/ese,stocks/ese
esio,electro scientific industries inc.,technology,semiconductor - integrated circuits,wiki/esio,stocks/esio
essa,"essa bancorp, inc.",financial,savings & loans,wiki/essa,stocks/essa
eth,ethan allen interiors inc.,consumer goods,home furnishings & fixtures,wiki/eth,stocks/eth
etm,entercom communications corp.,services,broadcasting - radio,wiki/etm,stocks/etm
evc,entravision communications corporation,services,broadcasting - tv,wiki/evc,stocks/evc
evtc,"evertec, inc.",technology,business software & services,wiki/evtc,stocks/evtc
esl,esterline technologies corp.,industrial goods,aerospace/defense products & services,wiki/esl,stocks/esl
esc,emeritus corp.,healthcare,long-term care facilities,wiki/esc,stocks/esc
evr,evercore partners inc.,financial,asset management,wiki/evr,stocks/evr
ewbc,"east west bancorp, inc.",financial,foreign money center banks,wiki/ewbc,stocks/ewbc
ev,eaton vance corp.,financial,asset management,wiki/ev,stocks/ev
exac,exactech inc.,healthcare,medical appliances & equipment,wiki/exac,stocks/exac
exas,exact sciences corporation,healthcare,biotechnology,wiki/exas,stocks/exas
exar,exar corp.,technology,semiconductor - integrated circuits,wiki/exar,stocks/exar
exam,"examworks group, inc.",services,business services,wiki/exam,stocks/exam
exel,"exelixis, inc.",healthcare,biotechnology,wiki/exel,stocks/exel
exh,"exterran holdings, inc.",basic materials,oil & gas equipment & services,wiki/exh,stocks/exh
exls,"exlservice holdings, inc.",services,business services,wiki/exls,stocks/exls
expo,exponent inc.,services,management services,wiki/expo,stocks/expo
expr,express inc.,services,apparel stores,wiki/expr,stocks/expr
exp,eagle materials inc.,industrial goods,cement,wiki/exp,stocks/exp
extr,extreme networks inc.,technology,networking & communication devices,wiki/extr,stocks/extr
exxi,energy xxi,basic materials,oil & gas equipment & services,wiki/exxi,stocks/exxi
exr,extra space storage inc.,financial,reit - industrial,na,stocks/exr
ezpw,"ezcorp, inc.",services,"specialty retail, other",wiki/ezpw,stocks/ezpw
f,ford motor co.,consumer goods,auto manufacturers - major,wiki/f,stocks/f
fabk,first advantage bancorp.,financial,regional - southeast banks,na,na
fac,first acceptance corp.,financial,accident & health insurance,na,stocks/fac
faf,first american financial corporation,financial,property & casualty insurance,wiki/faf,stocks/faf
falc,falconstor software inc.,technology,application software,na,stocks/falc
fang,"diamondback energy, inc.",basic materials,independent oil & gas,wiki/fang,stocks/fang
farm,farmer brothers co.,consumer goods,processed & packaged goods,wiki/farm,stocks/farm
faro,faro technologies inc.,technology,scientific & technical instruments,wiki/faro,stocks/faro
fast,fastenal company,services,industrial equipment wholesale,wiki/fast,stocks/fast
fb,"facebook, inc.",technology,internet information providers,wiki/fb,stocks/fb
fbc,flagstar bancorp inc.,financial,savings & loans,wiki/fbc,stocks/fbc
fbhs,"fortune brands home & security, inc.",consumer goods,home furnishings & fixtures,wiki/fbhs,stocks/fbhs
fbiz,"first business financial services, inc.",financial,regional - midwest banks,na,stocks/fbiz
fbmi,firstbank corporation,financial,regional - midwest banks,na,stocks/fbmi
fbms,first bancshares inc.,financial,regional - southeast banks,na,stocks/fbms
fbnc,first bancorp,financial,regional - mid-atlantic banks,wiki/fbnc,stocks/fbnc
fbnk,"first connecticut bancorp, inc.",financial,money center banks,wiki/fbnk,stocks/fbnk
fbp,first bancorp,financial,foreign regional banks,wiki/fbp,stocks/fbp
fbrc,fbr & co.,financial,asset management,wiki/fbrc,stocks/fbrc
fbss,fauquier bankshares inc.,financial,regional - southeast banks,na,stocks/fbss
fc,franklin covey co.,services,education & training services,wiki/fc,stocks/fc
fcap,first capital inc.,financial,savings & loans,na,stocks/fcap
fccy,1st constitution bancorp,financial,regional - northeast banks,na,stocks/fccy
fcbc,"first community bancshares, inc.",financial,regional - mid-atlantic banks,wiki/fcbc,stocks/fcbc
fcco,first community corporation,financial,regional - southwest banks,na,stocks/fcco
fcel,fuelcell energy inc.,utilities,diversified utilities,wiki/fcel,stocks/fcel
fcf,first commonwealth financial corp.,financial,regional - northeast banks,wiki/fcf,stocks/fcf
fcfs,first cash financial services inc.,financial,credit services,wiki/fcfs,stocks/fcfs
fch,felcor lodging trust incorporated,financial,reit - hotel/motel,na,stocks/fch
fclf,first clover leaf financial corp.,financial,savings & loans,na,stocks/fclf
fcn,"fti consulting, inc.",services,management services,wiki/fcn,stocks/fcn
fcnca,first citizens bancshares inc.,financial,regional - mid-atlantic banks,wiki/fcnca,stocks/fcnca
fcty,"1st century bancshares, inc.",financial,regional - pacific banks,na,stocks/fcty
fcx,freeport-mcmoran copper & gold inc.,basic materials,copper,wiki/fcx,stocks/fcx
fcza,first citizens banc corp.,financial,regional - pacific banks,na,stocks/fcza
fdef,first defiance financial corp.,financial,savings & loans,wiki/fdef,stocks/fdef
fdo,family dollar stores inc.,services,"discount, variety stores",wiki/fdo,stocks/fdo
fdp,fresh del monte produce inc.,consumer goods,farm products,wiki/fdp,stocks/fdp
fds,factset research systems inc.,technology,information & delivery services,wiki/fds,stocks/fds
fcs,fairchild semiconductor international inc.,technology,semiconductor - integrated circuits,wiki/fcs,stocks/fcs
fdml,federal-mogul holdings corporation,consumer goods,auto parts,wiki/fdml,stocks/fdml
fdx,fedex corporation,services,air delivery & freight services,wiki/fdx,stocks/fdx
fe,firstenergy corp.,utilities,electric utilities,wiki/fe,stocks/fe
feic,fei company,technology,scientific & technical instruments,wiki/feic,stocks/feic
feim,frequency electronics inc.,technology,communication equipment,na,stocks/feim
fes,forbes energy services ltd.,basic materials,oil & gas equipment & services,na,stocks/fes
fele,"franklin electric co., inc.",industrial goods,industrial electrical equipment,wiki/fele,stocks/fele
fet,"forum energy technologies, inc.",basic materials,oil & gas equipment & services,wiki/fet,stocks/fet
ffbc,first financial bancorp.,financial,regional - midwest banks,wiki/ffbc,stocks/ffbc
ffbcw,first financial bancorp.,,,na,na
ff,futurefuel corp.,basic materials,chemicals - major diversified,wiki/ff,stocks/ff
ffbh,first federal bancshares of arkansas inc.,financial,savings & loans,wiki/ffbh,stocks/ffbh
ffex,frozen food express industries inc.,,,na,stocks/ffex
ffg,fbl financial group inc.,financial,life insurance,wiki/ffg,stocks/ffg
ffic,flushing financial corp.,financial,savings & loans,wiki/ffic,stocks/ffic
ffin,first financial bankshares inc.,financial,regional - southwest banks,wiki/ffin,stocks/ffin
ffiv,"f5 networks, inc.",technology,business software & services,wiki/ffiv,stocks/ffiv
ffkt,farmers capital bank corporation,financial,regional - southeast banks,wiki/ffkt,stocks/ffkt
ffky,first financial service corp.,financial,regional - southeast banks,na,stocks/ffky
ffnm,"first federal of northern michigan bancorp, inc.",financial,regional - midwest banks,na,stocks/ffnm
ffnw,"first financial northwest, inc.",financial,regional - pacific banks,wiki/ffnw,stocks/ffnw
fgp,ferrellgas partners lp,basic materials,oil & gas refining & marketing,na,stocks/fgp
fhco,the female health company,consumer goods,personal products,wiki/fhco,stocks/fhco
fhn,first horizon national corporation,financial,regional - southeast banks,wiki/fhn,stocks/fhn
fibk,first interstate bancsystem inc.,financial,regional - pacific banks,wiki/fibk,stocks/fibk
fico,fair isaac corporation,technology,business software & services,wiki/fico,stocks/fico
fig,fortress investment group llc,financial,asset management,na,stocks/fig
fii,"federated investors, inc.",financial,asset management,wiki/fii,stocks/fii
finl,finish line inc.,services,"specialty retail, other",wiki/finl,stocks/finl
fio,"fusion-io, inc.",technology,data storage devices,wiki/fio,stocks/fio
fire,"sourcefire, inc.",,,na,stocks/fire
fis,"fidelity national information services, inc.",technology,information technology services,wiki/fis,stocks/fis
fisi,financial institutions inc.,financial,regional - mid-atlantic banks,wiki/fisi,stocks/fisi
fitb,fifth third bancorp,financial,regional - midwest banks,wiki/fitb,stocks/fitb
fisv,"fiserv, inc.",services,business services,wiki/fisv,stocks/fisv
five,"five below, inc.",services,"specialty retail, other",wiki/five,stocks/five
fix,comfort systems usa inc.,industrial goods,general contractors,wiki/fix,stocks/fix
fizz,national beverage corp.,consumer goods,beverages - soft drinks,wiki/fizz,stocks/fizz
fl,"foot locker, inc.",consumer goods,textile - apparel footwear & accessories,wiki/fl,stocks/fl
fldm,fluidigm corporation,technology,scientific & technical instruments,wiki/fldm,stocks/fldm
flic,the first of long island corporation,financial,regional - northeast banks,wiki/flic,stocks/flic
flex,flextronics international ltd.,technology,printed circuit boards,na,stocks/flex
flir,"flir systems, inc.",technology,scientific & technical instruments,wiki/flir,stocks/flir
fll,full house resorts inc.,services,resorts & casinos,na,stocks/fll
flo,"flowers foods, inc.",consumer goods,processed & packaged goods,wiki/flo,stocks/flo
flow,flow international corporation,,,na,stocks/flow
flr,fluor corporation,industrial goods,heavy construction,wiki/flr,stocks/flr
flt,"fleetcor technologies, inc.",services,business services,wiki/flt,stocks/flt
fltx,fleetmatics group plc,technology,application software,wiki/fltx,na
fls,flowserve corp.,industrial goods,diversified machinery,wiki/fls,stocks/fls
flws,1-800-flowers.com inc.,services,"specialty retail, other",wiki/flws,stocks/flws
flxs,flexsteel industries inc.,consumer goods,home furnishings & fixtures,wiki/flxs,stocks/flxs
fmbi,first midwest bancorp inc.,financial,regional - midwest banks,wiki/fmbi,stocks/fmbi
fmc,fmc corp.,basic materials,chemicals - major diversified,wiki/fmc,stocks/fmc
fmcc,federal home loan mortgage corporation,financial,mortgage investment,na,stocks/fmcc
fmd,the first marblehead corporation,financial,credit services,wiki/fmd,stocks/fmd
fmer,firstmerit corporation,financial,money center banks,wiki/fmer,stocks/fmer
fmnb,farmers national banc corp.,financial,regional - midwest banks,na,stocks/fmnb
fn,fabrinet,consumer goods,electronic equipment,wiki/fn,stocks/fn
fnb,f.n.b. corporation,financial,regional - southeast banks,wiki/fnb,stocks/fnb
fnf,"fidelity national financial, inc.",financial,surety & title insurance,wiki/fnf,stocks/fnf
fnfg,first niagara financial group inc.,financial,regional - mid-atlantic banks,wiki/fnfg,stocks/fnfg
fngn,"financial engines, inc.",financial,asset management,wiki/fngn,stocks/fngn
fnhc,federated national holding company,financial,property & casualty insurance,na,stocks/fnhc
fnlc,"the first bancorp, inc.",financial,regional - northeast banks,wiki/fnlc,stocks/fnlc
fnsr,finisar corp.,technology,networking & communication devices,wiki/fnsr,stocks/fnsr
fnma,federal national mortgage association,financial,mortgage investment,na,stocks/fnma
foe,ferro corporation,basic materials,specialty chemicals,wiki/foe,stocks/foe
fold,"amicus therapeutics, inc.",healthcare,biotechnology,wiki/fold,stocks/fold
fonr,fonar corp.,healthcare,medical appliances & equipment,na,stocks/fonr
for,forestar group inc.,financial,real estate development,wiki/for,na
form,formfactor inc.,technology,semiconductor - broad line,wiki/form,stocks/form
forr,forrester research inc.,services,research services,wiki/forr,stocks/forr
ford,forward industries inc.,consumer goods,textile - apparel footwear & accessories,na,stocks/ford
fosl,"fossil group, inc.",consumer goods,"recreational goods, other",wiki/fosl,stocks/fosl
fox,"twenty-first century fox, inc.",,,na,stocks/fox
foxa,"twenty-first century fox, inc.",services,entertainment - diversified,wiki/foxa,na
fpo,first potomac realty trust,financial,reit - office,na,na
fpp,fieldpoint petroleum corp.,basic materials,independent oil & gas,na,stocks/fpp
fr,first industrial realty trust inc.,financial,reit - industrial,na,stocks/fr
fran,francesca's holdings corporation,services,apparel stores,wiki/fran,stocks/fran
frbk,republic first bancorp inc.,financial,regional - northeast banks,na,stocks/frbk
fred,"fred's, inc.",services,"discount, variety stores",wiki/fred,stocks/fred
frf,fortegra financial corporation,,,wiki/frf,stocks/frf
